,Operacao,Operador_Padronizado,Descricao_do_Tipo
952,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
953,Voo Regular,AZUL,
954,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
959,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
960,Voo Regular,UNITED AIRLINES,OUTROS
969,Táxi Aéreo,HELIRIO TAXI AEREO LTDA,
972,Táxi Aéreo,SALT JAD TAXI AEREO LTDA,
973,Voo Regular,TRANSBRASIL S.A. LINHAS AEREAS,
975,Táxi Aéreo,AMAPIL TAXI AEREO LTDA,
979,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
983,Voo Regular,AZUL,
990,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,FOGO/FUMAÇA
991,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
992,Voo Regular,AZUL,
994,Voo Regular,RIO,
995,Voo Regular,AZUL,
1000,Voo Regular,AMERICAN AIRLINES,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1002,Voo Regular,AZUL,
1004,Voo Regular,TAM,
1006,Táxi Aéreo,EMAR TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1013,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1014,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1016,Voo Regular,OCEANAIR,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
1018,Táxi Aéreo,ALBA TAXI AEREO LTDA,
1031,Táxi Aéreo,TASI - TAXI AEREO SINOPENSE LTDA,EXCURSÃO DE PISTA
1032,Táxi Aéreo,MANAUS AEROTAXI PARTICIPACOES LTDA,OUTROS
1033,Voo Regular,TAM,
1035,Voo Regular,WEBJET,
1040,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1041,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1042,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1043,Voo Regular,TRIP,
1045,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1048,Voo Regular,TRIP,
1058,Táxi Aéreo,SETE TAXI AEREO LTDA,
1060,Voo Regular,GOL,OUTROS
1062,Voo Regular,TRIP,OUTROS
1064,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,PERDA DE CONTROLE NO SOLO
1065,Voo Regular,WEBJET,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
1068,Táxi Aéreo,CRUZEIRO TAXI AEREO S/A,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
1069,Táxi Aéreo,TWO TAXI AEREO LTDA,
1070,Táxi Aéreo,JAD TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1076,Voo Regular,ABSA AEROLINHAS BRASILEIRAS S/A,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
1077,Voo Regular,GOL,
1079,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1081,Voo Regular,OCEANAIR,OUTROS
1082,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1085,Voo Regular,TAM,
1086,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,COLISÃO COM AVE
1088,Voo Regular,TRIP,OUTROS
1089,Voo Regular,OCEANAIR,
1090,Voo Regular,IBERIA - LINEAS AEREAS DE ESPANHA S/A,OUTROS
1092,Voo Regular,AZUL,OUTROS
1094,Táxi Aéreo,OMNI TAXI AEREO LTDA,PERDA DE CONTROLE NO SOLO
1100,Voo Regular,SKYLEASE CARGO,
1104,Táxi Aéreo,STILUS TAXI AEREO LTDA,OUTROS
1109,Táxi Aéreo,TAXI AEREO RIBEIRO,
1110,Voo Regular,GOL,
1112,Voo Regular,WEBJET,
1118,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,OUTROS
1121,Voo Regular,TRIP,
1125,Voo Regular,TAM,
1128,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,OUTROS
1129,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1130,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1131,Voo Regular,LAN CHILE AIRLINES,PERDA DE CONTROLE NO SOLO
1132,Táxi Aéreo,OMNI TAXI AEREO LTDA,OUTROS
1133,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1134,Táxi Aéreo,RORAIMA TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1137,Táxi Aéreo,ADDEY TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1138,Voo Regular,RIO,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1139,Voo Regular,AZUL,
1141,Táxi Aéreo,TAM AVIACAO EXECUTIVA E TAXI AEREO S/A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1146,Voo Regular,OCEANAIR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1147,Táxi Aéreo,NORTE JET TAXI AEREO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1148,Táxi Aéreo,ELITE AVIATION TAXI AEREO LTDA,
1161,Táxi Aéreo,FRETAX TAXI AEREO LTDA,
1164,Voo Regular,WEBJET,
1166,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,
1167,Táxi Aéreo,ATLAS TAXI AEREO LTDA,
1168,Voo Regular,WEBJET,
1169,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
1171,Táxi Aéreo,RORAIMA TAXI AEREO LTDA,COLISÃO NO SOLO
1173,Voo Regular,NHT LINHAS AEREAS LTDA,
1177,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1181,Voo Regular,AZUL,
1184,Táxi Aéreo,TWO TAXI AEREO LTDA,
1185,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,COLISÃO COM AVE
1190,Táxi Aéreo,ALBA TAXI AEREO LTDA,
1191,Táxi Aéreo,TAM AVIACAO EXECUTIVA E TAXI AEREO S/A,COLISÃO COM AVE
1192,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1194,Táxi Aéreo,AVN AIR LLC,
1195,Táxi Aéreo,ALBA TAXI AEREO LTDA,
1196,Táxi Aéreo,BANJET TAXI AEREO LTDA,VOO CONTROLADO CONTRA O TERRENO
1198,Táxi Aéreo,GLOBAL TAXI AEREO LTDA,
1200,Táxi Aéreo,ALGAR AVIATION TAXI AEREO S/A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1203,Voo Regular,AZUL,
1204,Voo Regular,AZUL,OUTROS
1205,Voo Regular,TRIP,
1209,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,
1210,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1215,Táxi Aéreo,EASY TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1222,Voo Regular,TAM,
1224,Voo Regular,AZUL,OUTROS
1225,Voo Regular,AZUL,
1226,Voo Regular,AZUL,OUTROS
1233,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1237,Voo Regular,DELTA AIRLINES,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1239,Voo Regular,NOAR LINHAS AEREAS S/A,
1244,Voo Regular,AZUL,
1245,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,
1249,Táxi Aéreo,OMNI TAXI AEREO LTDA,
1252,Táxi Aéreo,REALI TAXI AEREO LTDA,
1254,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1255,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1258,Voo Regular,WEBJET,
1260,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
1261,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1264,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1266,Táxi Aéreo,TAM AVIACAO EXECUTIVA E TAXI AEREO S/A,
1269,Voo Regular,AZUL,PERDA DE CONTROLE NO SOLO
1270,Voo Regular,AZUL,EXCURSÃO DE PISTA
1273,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1274,Voo Regular,AZUL,
1275,Táxi Aéreo,TWO TAXI AEREO LTDA,OUTROS
1285,Táxi Aéreo,TIO TAXI AEREO LTDA,PERDA DE CONTROLE NO SOLO
1286,Táxi Aéreo,TIO TAXI AEREO LTDA,EXCURSÃO DE PISTA
1287,Táxi Aéreo,AEROMASTER TAXI AEREO LTDA,OUTROS
1288,Táxi Aéreo,SANTAREM TAXI AEREO LTDA,OUTROS
1290,Táxi Aéreo,ATLAS TAXI AEREO LTDA,
1293,Voo Regular,AZUL,
1294,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1297,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1298,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1300,Táxi Aéreo,PEC TAXI AEREO LTDA,PERDA DE CONTROLE NO SOLO
1301,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1302,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,COLISÃO NO SOLO
1308,Táxi Aéreo,CTA CLEITON TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1311,Táxi Aéreo,PEMA – PEREIRA MACHADO TAXI AEREO LTDA,
1313,Voo Regular,TRIP,PERDA DE CONTROLE NO SOLO
1314,Voo Regular,TRIP,EXCURSÃO DE PISTA
1315,Voo Regular,AZUL,FOGO/FUMAÇA
1317,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,OUTROS
1318,Voo Regular,AMERICAN AIRLINES,
1325,Táxi Aéreo,TAM AVIACAO EXECUTIVA E TAXI AEREO S/A,EXCURSÃO DE PISTA
1327,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1331,Voo Regular,TRIP,
1335,Táxi Aéreo,GLOBAL TAXI AEREO LTDA,
1337,Voo Regular,FLORIDA WEST INTERNATIONAL AIRWAYS,COMBUSTÍVEL
1340,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1345,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1346,Voo Regular,CENTURION,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1348,Voo Regular,AZUL,
1351,Voo Regular,TAM,
1359,Voo Regular,TRIP,
1364,Voo Regular,OCEANAIR,COLISÃO NO SOLO
1365,Táxi Aéreo,GLOBO AVI?ACAO TAXI AEREO E MANUTENCAO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1366,Voo Regular,AZUL,CONTATO ANORMAL COM A PISTA
1370,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1371,Táxi Aéreo,AMAPIL TAXI AEREO LTDA,
1373,Voo Regular,NHT LINHAS AEREAS LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1377,Voo Regular,AZUL,PERDA DE CONTROLE NO SOLO
1378,Voo Regular,AZUL,EXCURSÃO DE PISTA
1379,Táxi Aéreo,SOTAN – SOCIEDADE DE TAXI AEREO DO NORDESTE LTDA,COLISÃO NO SOLO
1380,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1383,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1386,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1387,Voo Regular,OCEANAIR,
1388,Táxi Aéreo,HELISUL TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1389,Voo Regular,WEBJET,OUTROS
1391,Voo Regular,AZUL,OUTROS
1395,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1396,Táxi Aéreo,HELIBARRA TAXI AEREO LTDA,OUTROS
1399,Táxi Aéreo,TAM AVIACAO EXECUTIVA E TAXI AEREO S/A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1406,Táxi Aéreo,PARAMAZONIA TAXI AEREO LTDA,MÉDICO
1408,Voo Regular,TRIP,OUTROS
1409,Táxi Aéreo,TWO TAXI AEREO LTDA,
1410,Táxi Aéreo,MORRO VERMELHO - TAXI AEREO,COLISÃO NO SOLO
1412,Voo Regular,TAM,COLISÃO NO SOLO
1413,Voo Regular,TAM,COLISÃO COM AVE
1415,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1417,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,
1419,Voo Regular,TAM,
1421,Voo Regular,AZUL,
1425,Voo Regular,TRIP,
1430,Voo Regular,PASSAREDO,
1431,Voo Regular,TAP AIR PORTUGAL,COLISÃO COM AVE
1432,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1433,Voo Regular,ABSA AEROLINHAS BRASILEIRAS S/A,
1438,Voo Regular,GOL,FOGO/FUMAÇA
1442,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1452,Voo Regular,TAM,COLISÃO NO SOLO
1456,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1457,Táxi Aéreo,RICO TAXI AEREO LTDA,
1469,Voo Regular,OCEANAIR,COLISÃO COM AVE
1471,Voo Regular,AZUL,
1472,Voo Regular,OCEANAIR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1475,Voo Regular,AZUL,
1476,Táxi Aéreo,AEROTEC TAXI AEREO LTDA,COLISÃO NO SOLO
1477,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1478,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,OUTROS
1479,Táxi Aéreo,SETE TAXI AEREO LTDA,OUTROS
1483,Táxi Aéreo,AEROTUR TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1484,Voo Regular,MAP,
1485,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1486,Táxi Aéreo,OMNI TAXI AEREO LTDA,
1489,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1490,Voo Regular,AZUL,
1491,Táxi Aéreo,PIQUIATUBA TAXI AEREO LTDA - EPP,OUTROS
1496,Voo Regular,PASSAREDO,
1497,Táxi Aéreo,LYNX TAXI AEREO LTDA,
1498,Voo Regular,GOL,OUTROS
1499,Voo Regular,ABSA AEROLINHAS BRASILEIRAS S/A,
1500,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1504,Voo Regular,OCEANAIR,OUTROS
1505,Voo Regular,PASSAREDO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1507,Voo Regular,GOL,OUTROS
1508,Voo Regular,OCEANAIR,FOGO/FUMAÇA
1509,Voo Regular,AZUL,
1510,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1512,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1516,Voo Regular,AVIANCA COLOMBIA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1517,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1518,Táxi Aéreo,PEMA – PEREIRA MACHADO TAXI AEREO LTDA,INDETERMINADO
1519,Táxi Aéreo,JOTAN TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1521,Voo Regular,RIO,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1523,Voo Regular,TRIP,FOGO/FUMAÇA
1525,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1526,Táxi Aéreo,ORTIZ TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1531,Voo Regular,AZUL,OUTROS
1534,Voo Regular,AZUL,
1535,Voo Regular,PASSAREDO,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1536,Táxi Aéreo,TASP – TAXI AEREO SUL DO PARA LTDA,EXCURSÃO DE PISTA
1539,Voo Regular,PASSAREDO,PERDA DE CONTROLE NO SOLO
1540,Voo Regular,TAP AIR PORTUGAL,EXCURSÃO DE PISTA
1541,Voo Regular,AZUL,
1544,Voo Regular,GOL,OUTROS
1549,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1550,Voo Regular,RIO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
1551,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1552,Táxi Aéreo,JAD TAXI AEREO LTDA,
1554,Voo Regular,MAP,
1555,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1556,Voo Regular,OCEANAIR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1557,Voo Regular,TAM,FOGO/FUMAÇA
1560,Táxi Aéreo,ATLAS TAXI AEREO LTDA,OUTROS
1563,Voo Regular,TAM,
1567,Táxi Aéreo,LMP JET TAXI AEREO LTDA,OUTROS
1570,Voo Regular,TRIP,COLISÃO COM AVE
1571,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1576,Voo Regular,AZUL,OUTROS
1577,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1581,Voo Regular,TOTAL,COLISÃO COM FAUNA
1588,Voo Regular,OCEANAIR,OUTROS
1589,Voo Regular,TRIP,
1590,Táxi Aéreo,VECTOR TAXI AEREO LTDA,
1591,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,
1593,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1595,Voo Regular,TAM,
1597,Voo Regular,TRIP,COLISÃO COM AVE
1598,Voo Regular,AZUL,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
1599,Táxi Aéreo,STILUS TAXI AEREO LTDA,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
1600,Voo Regular,AZUL,COLISÃO NO SOLO
1601,Táxi Aéreo,LIDER AVIACAO,OUTROS
1603,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1608,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1609,Táxi Aéreo,CTA CLEITON TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1611,Táxi Aéreo,SANTAREM TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1613,Táxi Aéreo,LIDER TAXI AEREO S A AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1614,Táxi Aéreo,PIQUIATUBA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1621,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1622,Voo Regular,PASSAREDO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1624,Voo Regular,GOL,
1629,Voo Regular,TRIP,
1632,Táxi Aéreo,ATLAS TAXI AEREO LTDA,COMBUSTÍVEL
1636,Voo Regular,AZUL,
1637,Voo Regular,AZUL,
1639,Voo Regular,TAM,
1641,Táxi Aéreo,TAXI AEREO DOURADO LTDA,COLISÃO COM AVE
1645,Voo Regular,VARIG LOGISTICA S/A,
1648,Voo Regular,OCEANAIR,COLISÃO COM AVE
1650,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,
1653,Voo Regular,TAM,
1654,Voo Regular,TAM,
1656,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,
1657,Voo Regular,TAM,
1660,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1661,Voo Regular,TAM,
1663,Táxi Aéreo,JAD TAXI AEREO LTDA,
1664,Voo Regular,VARIG LOGISTICA S/A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1666,Voo Regular,BETA,
1668,Voo Regular,TAM,
1669,Voo Regular,TAM,
1670,Voo Regular,TAM,
1671,Voo Regular,TAM,
1672,Voo Regular,GOL,
1673,Táxi Aéreo,FRANCISCO JAVIER AGUERO,FALHA OU MAU FUNCIONAMENTO DO MOTOR
1675,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,PERDA DE CONTROLE EM VOO
1678,Voo Regular,TAM,COLISÃO COM AVE
1679,Táxi Aéreo,TWO TAXI AEREO LTDA,OUTROS
1680,Táxi Aéreo,TWO TAXI AEREO LTDA,EXCURSÃO DE PISTA
1681,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1683,Voo Regular,AEROSUR S/A - RSU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1684,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1686,Voo Regular,OCEANAIR,OUTROS
1687,Voo Regular,NHT LINHAS AEREAS LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1688,Voo Regular,GOL,COLISÃO COM AVE
1692,Voo Regular,TAM,
1693,Voo Regular,AZUL,
1696,Voo Regular,AZUL,
1698,Voo Regular,OCEANAIR,
1699,Táxi Aéreo,TAXI AEREO RIBEIRO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1700,Voo Regular,TAM,
1703,Táxi Aéreo,FRETAX TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1705,Voo Regular,OCEANAIR,OUTROS
1706,Voo Regular,AZUL,
1708,Táxi Aéreo,NHR TAXI AEREO LTDA,
1710,Voo Regular,OCEANAIR,
1714,Voo Regular,GOL,
1716,Voo Regular,WEBJET,
1718,Voo Regular,AZUL,
1719,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1720,Voo Regular,FLORIDA WEST INTERNATIONAL AIRWAYS,
1721,Voo Regular,TRIP,COLISÃO COM AVE
1722,Táxi Aéreo,HELIMARTE TAXI AEREO LTDA,CONTATO ANORMAL COM A PISTA
1723,Voo Regular,TAM,
1724,Voo Regular,TAM,COLISÃO COM AVE
1726,Voo Regular,GOL,
1727,Voo Regular,GOL,
1728,Voo Regular,TAM,
1729,Voo Regular,AZUL,
1730,Voo Regular,AZUL,
1734,Voo Regular,GOL,
1735,Voo Regular,TAM,
1736,Voo Regular,GOL,
1737,Voo Regular,GOL,
1739,Voo Regular,AZUL,
1741,Táxi Aéreo,NAT - NACIONAL AERO TAXI LTDA,
1742,Voo Regular,TAM,
1743,Voo Regular,TAM,
1744,Voo Regular,PANTANAL,COLISÃO NO SOLO
1746,Voo Regular,GOL,
1747,Voo Regular,TAM,
1748,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1749,Voo Regular,TAM,
1750,Voo Regular,TAM,
1752,Voo Regular,TAM,
1753,Voo Regular,AZUL,
1755,Voo Regular,TAM,
1757,Voo Regular,TAM,
1758,Voo Regular,OCEANAIR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1759,Voo Regular,TAM,
1760,Voo Regular,AZUL,
1762,Voo Regular,GOL,
1763,Voo Regular,TAM,COLISÃO COM AVE
1764,Voo Regular,PANTANAL,OUTROS
1766,Voo Regular,GOL,
1767,Voo Regular,GOL,
1768,Voo Regular,TAM,COLISÃO COM AVE
1769,Voo Regular,AZUL,
1774,Voo Regular,AZUL,
1776,Voo Regular,TAM,
1779,Voo Regular,TAM,
1781,Voo Regular,AZUL,
1782,Voo Regular,TAM,
1784,Voo Regular,TAM,
1787,Voo Regular,TAM,
1788,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,OUTROS
1789,Voo Regular,AZUL,
1791,Táxi Aéreo,JAD TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1794,Voo Regular,TAM,
1795,Voo Regular,AZUL,
1798,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1800,Voo Regular,TRIP,
1802,Voo Regular,AZUL,
1803,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1806,Voo Regular,GOL,INDETERMINADO
1807,Voo Regular,AZUL,
1808,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1810,Voo Regular,PANTANAL,
1811,Táxi Aéreo,AXE TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1812,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
1813,Voo Regular,AZUL,COLISÃO COM AVE
1815,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
1816,Voo Regular,ABSA AEROLINHAS BRASILEIRAS S/A,
1819,Voo Regular,TRIP,COLISÃO COM AVE
1820,Voo Regular,TRIP,
1825,Voo Regular,TAM,
1827,Voo Regular,TAM,
1828,Voo Regular,TAM,
1829,Voo Regular,GOL,
1830,Voo Regular,TAM,
1831,Voo Regular,TAM,
1833,Voo Regular,AZUL,
1834,Voo Regular,AZUL,
1836,Voo Regular,GOL,
1837,Voo Regular,TAM,COLISÃO COM AVE
1838,Voo Regular,GOL,
1839,Voo Regular,AZUL,
1840,Voo Regular,AZUL,
1843,Voo Regular,GOL,
1844,Voo Regular,AZUL,
1845,Voo Regular,AZUL,
1846,Voo Regular,PANTANAL,
1849,Voo Regular,AZUL,
1850,Voo Regular,AZUL,
1851,Voo Regular,TAM,
1852,Voo Regular,AZUL,
1853,Voo Regular,TAM,
1854,Voo Regular,TAM,
